Chapter,Section,Sub-Section,Block,Paragraph,Classifications,Compliance,CID,ControlText
"9. Personnel Security","9.1. Information Security Awareness and Training","Rationale & Controls","Degree and content of information security awareness and training",9.1.6.C.02.,"All Classifications",Should,1458,"Agencies SHOULD ensure that information security awareness and training includes information on:

the purpose of the training or awareness program;
any legislative or regulatory mandates and requirements;
any national or agency policy mandates and requirements;
agency security appointments and contacts;
the legitimate use of system accounts, software and classified information;
the security of accounts, including shared passwords;
authorisation requirements for applications, databases and data;
the security risks associated with non-agency systems, particularly the Internet;
reporting any suspected compromises or anomalies;
reporting requirements for information security incidents, suspected compromises or anomalies;
classifying, marking, controlling, storing and sanitising media;
protecting workstations from unauthorised access;
informing the support section when access to a system is no longer needed; 
observing rules and regulations governing the secure operation and authorised use of systems; and
supporting documentation such as SOPs and user guides."
"9. Personnel Security","9.1. Information Security Awareness and Training","Rationale & Controls","Degree and content of information security awareness and training",9.1.6.C.03.,"All Classifications",Should,1459,"Agencies SHOULD ensure that information security awareness and training includes advice to system users not to attempt to:

tamper with the system;
bypass, strain or test information security mechanisms;
introduce or use unauthorised IT equipment or software on a system;
replace items such as keyboards, pointing devices and other peripherals with personal equipment;
assume the roles and privileges of others;
attempt to gain access to classified information for which they have no authorisation; or
relocate equipment without proper authorisation."
"9. Personnel Security","9.1. Information Security Awareness and Training","Rationale & Controls","System familiarisation training",9.1.7.R.01.,,,,
"9. Personnel Security","9.1. Information Security Awareness and Training","Rationale & Controls","System familiarisation training",9.1.7.C.01.,"Top Secret",Must,1462,"Agencies MUST provide all system users with familiarisation training on the information security policies and procedures and the secure operation of the system before being granted unsupervised access to the system."
"9. Personnel Security","9.1. Information Security Awareness and Training","Rationale & Controls","Disclosure of information while on courses",9.1.8.R.01.,,,,
"9. Personnel Security","9.1. Information Security Awareness and Training","Rationale & Controls","Disclosure of information while on courses",9.1.8.C.01.,"All Classifications",Should,1465,"Agencies SHOULD advise personnel attending courses along with non-government personnel not to disclose any details that could be used to compromise agency security."
"9. Personnel Security","9.2. Authorisations, Security Clearances And Briefings",Objective,,9.2.1.,,,,
"9. Personnel Security","9.2. Authorisations, Security Clearances And Briefings",Context,Scope,9.2.2.,,,,
"9. Personnel Security","9.2. Authorisations, Security Clearances And Briefings",Context,"Security clearances – New Zealand and foreign",9.2.3.,,,,
"9. Personnel Security","9.2. Authorisations, Security Clearances And Briefings",Context,"Security clearances – New Zealand and foreign",9.2.4.,,,,
"9. Personnel Security","9.2. Authorisations, Security Clearances And Briefings",Context,"Security clearances – New Zealand and foreign",9.2.5.,,,,
"9. Personnel Security","9.2. Authorisations, Security Clearances And Briefings",Context,"Security clearances – New Zealand and foreign",9.2.6.,,,,
"9. Personnel Security","9.2. Authorisations, Security Clearances And Briefings",Context,"Security clearances – New Zealand and foreign",9.2.7.,,,,
"9. Personnel Security","9.2. Authorisations, Security Clearances And Briefings",Context,"Security clearances – New Zealand and foreign",9.2.8.,,,,
"9. Personnel Security","9.2. Authorisations, Security Clearances And Briefings","PSR References",,9.2.9.,,,,
"9. Personnel Security","9.2. Authorisations, Security Clearances And Briefings","Rationale & Controls","Documenting authorisations, security clearance and briefing requirements",9.2.10.R.01.,,,,
"9. Personnel Security","9.2. Authorisations, Security Clearances And Briefings","Rationale & Controls","Documenting authorisations, security clearance and briefing requirements",9.2.10.R.02.,,,,
"9. Personnel Security","9.2. Authorisations, Security Clearances And Briefings","Rationale & Controls","Documenting authorisations, security clearance and briefing requirements",9.2.10.C.01.,"All Classifications",Must,1480,"Agencies MUST specify in the System Security Plan (SSP) any authorisations, security clearances and briefings necessary for system access."
"9. Personnel Security","9.2. Authorisations, Security Clearances And Briefings","Rationale & Controls","Authorisation and system access",9.2.11.R.01.,,,,
"9. Personnel Security","9.2. Authorisations, Security Clearances And Briefings","Rationale & Controls","Authorisation and system access",9.2.11.C.01.,"Top Secret",Must,1483,"Agencies MUST:

limit system access on a need-to-know/need-to-access basis;
provide system users with the least amount of privileges needed to undertake their duties; and
have any requests for access to a system authorised by the supervisor or manager of the system user."
"9. Personnel Security","9.2. Authorisations, Security Clearances And Briefings","Rationale & Controls","Authorisation and system access",9.2.11.C.02.,"All Classifications",Should,1484,"Agencies SHOULD:

limit system access on a need-to-know/need-to-access basis;
provide system users with the least amount of privileges needed to undertake their duties;
have any requests for access to a system authorised by the supervisor or manager of the system user; and
ensure a formal acknowledgement of the security briefing is obtained and recorded."
"9. Personnel Security","9.2. Authorisations, Security Clearances And Briefings","Rationale & Controls","Recording authorisation for personnel to access systems",9.2.12.R.01.,,,,
"9. Personnel Security","9.2. Authorisations, Security Clearances And Briefings","Rationale & Controls","Recording authorisation for personnel to access systems",9.2.12.C.01.,"All Classifications",Should,1487,"Agencies SHOULD:

maintain a secure record of:

all authorised system users;
their user identification;
why access is required;
role and privilege level,
who provided the authorisation to access the system;
when the authorisation was granted; and

keep a copy of the acknowledgement signed by the individual granted a clearance; and
maintain the record, for the life of the system or information to which access is granted, or the length of employment, whichever is the longer."
"9. Personnel Security","9.2. Authorisations, Security Clearances And Briefings","Rationale & Controls","Security clearance for system access",9.2.13.R.01.,,,,
"9. Personnel Security","9.2. Authorisations, Security Clearances And Briefings","Rationale & Controls","Security clearance for system access",9.2.13.C.01.,"Confidential, Top Secret, Secret","Must Not",1490,"System users MUST NOT be granted access to systems or information classified CONFIDENTIAL or above unless vetting procedures have been completed and formal security clearance granted."
"9. Personnel Security","9.2. Authorisations, Security Clearances And Briefings","Rationale & Controls","Security clearance for system access",9.2.13.C.02.,"All Classifications",Must,1491,"All system users MUST:

hold a security clearance or other authorisation appropriate for the system classification; or
have been granted access in accordance with the requirements in the PSR for emergency access."
"9. Personnel Security","9.2. Authorisations, Security Clearances And Briefings","Rationale & Controls","System access briefings",9.2.14.R.01.,,,,
"9. Personnel Security","9.2. Authorisations, Security Clearances And Briefings","Rationale & Controls","System access briefings",9.2.14.C.01.,"All Classifications",Must,1494,"All system users MUST have received any necessary briefings before being granted access to compartmented or endorsed information or systems."
